,train,val,test
4183,PATH000004238,,
3766,PATH000007627,,
10377,PATH000007310,,
2705,PATH000002860,,
10678,PATH000007123,,
6333,PATH000001932,,
13146,PATH000005021,,
3023,PATH000001708,,
9753,PATH000008135,,
12206,PATH000003520,,
2839,PATH000002713,,
7433,PATH000001924,,
4737,PATH000008925,,
9672,PATH000004831,,
10777,PATH000004524,,
5716,PATH000008666,,
13720,PATH000005595,,
15659,PATH000008326,,
14111,PATH000008104,,
11065,PATH000004496,,
13348,PATH000003817,,
2938,PATH000007994,,
7039,PATH000001521,,
12169,PATH000003317,,
10782,PATH000004446,,
12773,PATH000002938,,
11473,PATH000008834,,
13052,PATH000003927,,
12342,PATH000001776,,
11533,PATH000008496,,
8333,PATH000006923,,
12337,PATH000001784,,
4893,PATH000009182,,
2303,PATH000009519,,
4850,PATH000009116,,
6996,PATH000005011,,
5266,PATH000008704,,
9169,PATH000003745,,
8669,PATH000001951,,
11435,PATH000007526,,
13678,PATH000005641,,
6731,PATH000005508,,
8847,PATH000003651,,
12161,PATH000003411,,
5263,PATH000008570,,
15386,PATH000007081,,
7064,PATH000005359,,
3539,PATH000006041,,
12367,PATH000001593,,
11397,PATH000004592,,
580,PATH000009839,,
10950,PATH000008645,,
10407,PATH000007733,,
9185,PATH000004002,,
10005,PATH000005282,,
13121,PATH000001798,,
5133,PATH000004636,,
12500,PATH000001605,,
13080,PATH000001815,,
12529,PATH000003497,,
10772,PATH000004456,,
4863,PATH000009196,,
7558,PATH000001875,,
10760,PATH000004396,,
12707,PATH000002596,,
5785,PATH000009712,,
10058,PATH000006029,,
14677,PATH000006277,,
11016,PATH000004098,,
4634,PATH000008964,,
3598,PATH000001664,,
10176,PATH000007645,,
13320,PATH000003761,,
11470,PATH000007886,,
5652,PATH000002927,,
9736,PATH000008076,,
13664,PATH000005501,,
3858,PATH000008040,,
3835,PATH000003184,,
8508,PATH000007134,,
11041,PATH000004770,,
8677,PATH000006844,,
13255,PATH000008363,,
12685,PATH000001775,,
2744,PATH000003212,,
13197,PATH000003605,,
12262,PATH000003396,,
5798,PATH000009556,,
10704,PATH000007551,,
2649,PATH000003894,,
7669,PATH000005094,,
13151,PATH000008420,,
4178,PATH000004232,,
11241,PATH000004650,,
2426,PATH000009876,,
13053,PATH000004074,,
10385,PATH000007502,,
14453,PATH000006526,,
5264,PATH000008765,,
12562,PATH000001444,,
5601,PATH000004784,,
12573,PATH000001636,,
9259,PATH000004695,,
12551,PATH000001778,,
12600,PATH000001818,,
8679,PATH000006931,,
12567,PATH000001612,,
736,PATH000009538,,
10236,PATH000003695,,
2642,PATH000007738,,
9771,PATH000009770,,
14522,PATH000006121,,
13657,PATH000005695,,
4690,PATH000009072,,
6381,PATH000004994,,
8948,PATH000007057,,
4214,PATH000004239,,
4558,PATH000008975,,
4142,PATH000009270,,
2754,PATH000007710,,
12868,PATH000003404,,
12487,PATH000003341,,
12789,PATH000006017,,
13744,PATH000005096,,
13418,PATH000006061,,
13100,PATH000001494,,
9296,PATH000005559,,
7465,PATH000006919,,
11250,PATH000004393,,
8372,PATH000005462,,
10079,PATH000007492,,
4198,PATH000008973,,
4128,PATH000004207,,
4014,PATH000006016,,
13380,PATH000005965,,
15429,PATH000008793,,
12302,PATH000001433,,
13688,PATH000005134,,
10563,PATH000007452,,
10976,PATH000009620,,
12423,PATH000001460,,
13194,PATH000003485,,
4238,PATH000009033,,
9192,PATH000003773,,
10564,PATH000007501,,
5541,PATH000009986,,
10778,PATH000004829,,
5344,PATH000009289,,
12542,PATH000001572,,
13748,PATH000005065,,
10667,PATH000006085,,
12507,PATH000001465,,
1828,PATH000004382,,
12162,PATH000003478,,
9224,PATH000004826,,
7684,PATH000007290,,
10665,PATH000005985,,
13694,PATH000005151,,
6356,PATH000001883,,
11797,PATH000009651,,
9579,PATH000003950,,
10857,PATH000007289,,
8860,PATH000004019,,
13354,PATH000003659,,
9372,PATH000007487,,
8780,PATH000003672,,
9577,PATH000003913,,
2425,PATH000009466,,
2766,PATH000007727,,
8727,PATH000004254,,
8935,PATH000005807,,
11018,PATH000004505,,
4313,PATH000004234,,
5186,PATH000002932,,
4015,PATH000006081,,
3053,PATH000003861,,
626,PATH000009857,,
7481,PATH000001439,,
8903,PATH000004270,,
13101,PATH000003825,,
13738,PATH000005069,,
2755,PATH000008023,,
8859,PATH000003978,,
5342,PATH000009287,,
3097,PATH000002684,,
10179,PATH000007788,,
14039,PATH000006227,,
9310,PATH000005217,,
11443,PATH000007640,,
10866,PATH000007681,,
13150,PATH000008182,,
9413,PATH000007678,,
12425,PATH000001467,,
12918,PATH000003499,,
13342,PATH000003791,,
5207,PATH000002591,,
10588,PATH000007819,,
4244,PATH000009108,,
10860,PATH000007127,,
13703,PATH000005091,,
10023,PATH000005896,,
9902,PATH000003819,,
11438,PATH000007321,,
11600,PATH000004608,,
5126,PATH000003230,,
8923,PATH000005233,,
5482,PATH000009860,,
12734,PATH000003554,,
12276,PATH000001772,,
12332,PATH000001622,,
3561,PATH000001695,,
5808,PATH000009782,,
7935,PATH000006830,,
4933,PATH000009079,,
13019,PATH000006095,,
1827,PATH000004778,,
11650,PATH000004703,,
3823,PATH000003183,,
8488,PATH000005022,,
10933,PATH000009704,,
12078,PATH000003337,,
15650,PATH000008610,,
12303,PATH000001462,,
1721,PATH000004370,,
12642,PATH000001766,,
13623,PATH000003799,,
4864,PATH000009219,,
13654,PATH000005440,,
3149,PATH000002949,,
5111,PATH000003166,,
13699,PATH000005171,,
3160,PATH000007835,,
15550,PATH000008774,,
12861,PATH000003528,,
12220,PATH000003407,,
10723,PATH000007390,,
12867,PATH000003555,,
10926,PATH000008780,,
13078,PATH000001790,,
12330,PATH000001769,,
11439,PATH000007414,,
13739,PATH000005072,,
12221,PATH000003596,,
5100,PATH000003093,,
10861,PATH000007171,,
12316,PATH000001621,,
12528,PATH000003344,,
8925,PATH000005515,,
11196,PATH000008699,,
14966,PATH000008396,,
13084,PATH000001768,,
5322,PATH000008497,,
2389,PATH000009630,,
8926,PATH000005722,,
8007,PATH000001845,,
5329,PATH000008815,,
11256,PATH000004622,,
11247,PATH000004565,,
10589,PATH000007844,,
14454,PATH000008244,,
12456,PATH000003600,,
11077,PATH000004925,,
6234,PATH000005844,,
2753,PATH000006855,,
6730,PATH000005342,,
12735,PATH000003607,,
10056,PATH000005947,,
12218,PATH000003334,,
11598,PATH000004265,,
13103,PATH000001489,,
10036,PATH000007572,,
8506,PATH000006925,,
5795,PATH000009395,,
4350,PATH000009139,,
10128,PATH000008440,,
8458,PATH000005933,,
2336,PATH000009729,,
12116,PATH000003532,,
10081,PATH000007546,,
4374,PATH000008972,,
726,PATH000009976,,
12338,PATH000001811,,
10431,PATH000007718,,
282,PATH000009778,,
13017,PATH000006042,,
8852,PATH000003977,,
11132,PATH000007187,,
3052,PATH000002793,,
10889,PATH000007854,,
9756,PATH000008308,,
3133,PATH000002786,,
5180,PATH000002763,,
8584,PATH000002004,,
9762,PATH000008408,,
13406,PATH000008120,,
10366,PATH000007427,,
495,PATH000009844,,
9718,PATH000007521,,
2382,PATH000004430,,
3116,PATH000001724,,
4571,PATH000009253,,
1717,PATH000004917,,
13650,PATH000005911,,
3118,PATH000003234,,
13224,PATH000003506,,
8977,PATH000007612,,
4976,PATH000008907,,
12405,PATH000001574,,
11401,PATH000005935,,
12027,PATH000003471,,
10936,PATH000009426,,
8848,PATH000003774,,
7427,PATH000001880,,
15586,PATH000008476,,
4137,PATH000004210,,
7936,PATH000006947,,
9717,PATH000007490,,
4643,PATH000009169,,
11522,PATH000008198,,
13006,PATH000003354,,
12396,PATH000001659,,
13392,PATH000008293,,
11716,PATH000007090,,
12393,PATH000001650,,
5517,PATH000009983,,
4240,PATH000009179,,
7038,PATH000001513,,
10334,PATH000005684,,
2948,PATH000006066,,
10472,PATH000008403,,
12516,PATH000003343,,
5252,PATH000008688,,
12197,PATH000003340,,
13055,PATH000003683,,
10617,PATH000005290,,
8982,PATH000008393,,
14763,PATH000006259,,
355,PATH000009900,,
5370,PATH000009288,,
11378,PATH000004625,,
12782,PATH000003838,,
10013,PATH000005728,,
3605,PATH000003895,,
4269,PATH000009080,,
6752,PATH000001885,,
15008,PATH000006244,,
9023,PATH000009818,,
4610,PATH000009151,,
11717,PATH000007276,,
9770,PATH000008600,,
9367,PATH000007319,,
5420,PATH000009313,,
15136,PATH000008140,,
13195,PATH000003550,,
13396,PATH000008161,,
12422,PATH000001432,,
11547,PATH000009578,,
13358,PATH000002658,,
9917,PATH000003726,,
2969,PATH000008042,,
5609,PATH000004840,,
2641,PATH000007685,,
13175,PATH000008278,,
13020,PATH000006033,,
12670,PATH000001777,,
5625,PATH000004394,,
12952,PATH000003264,,
4390,PATH000009227,,
10663,PATH000005937,,
12073,PATH000003561,,
9933,PATH000003712,,
11151,PATH000007976,,
10811,PATH000005683,,
8857,PATH000003942,,
9744,PATH000008054,,
10798,PATH000004707,,
15361,PATH000008282,,
3891,PATH000001743,,
9035,PATH000008429,,
1837,PATH000004886,,
1907,PATH000004529,,
4107,PATH000004222,,
13114,PATH000001483,,
13120,PATH000001780,,
12461,PATH000003364,,
13741,PATH000005387,,
4202,PATH000005986,,
13113,PATH000001475,,
11718,PATH000007919,,
9255,PATH000004478,,
11042,PATH000004939,,
11692,PATH000005487,,
5148,PATH000002673,,
13662,PATH000005425,,
12643,PATH000001792,,
1709,PATH000004833,,
3743,PATH000007507,,
8557,PATH000005545,,
3384,,PATH000007930,
325,,PATH000009880,
12409,,PATH000001584,
11534,,PATH000008842,
10908,,PATH000009478,
12558,,PATH000001806,
570,,PATH000009894,
12772,,PATH000002603,
9161,,PATH000003754,
3510,,PATH000003036,
4201,,PATH000004242,
12171,,PATH000003380,
3753,,PATH000002597,
13352,,PATH000003768,
13037,,PATH000006032,
3382,,PATH000007763,
9583,,PATH000004089,
4200,,PATH000004235,
11687,,PATH000005394,
13096,,PATH000001478,
3965,,PATH000009076,
14008,,PATH000006241,
12072,,PATH000003353,
8944,,PATH000007278,
14791,,PATH000006471,
10220,,PATH000008110,
13081,,PATH000001816,
10507,,PATH000008836,
11032,,PATH000004649,
3117,,PATH000003216,
8235,,PATH000005313,
12775,,PATH000003025,
9032,,PATH000008294,
7893,,PATH000005223,
10988,,PATH000009929,
3445,,PATH000002641,
11090,,PATH000004353,
14931,,PATH000006727,
8144,,PATH000001829,
9298,,PATH000005812,
9761,,PATH000008373,
12325,,PATH000001765,
13351,,PATH000003755,
13102,,PATH000001484,
12838,,PATH000001496,
9906,,PATH000003934,
9680,,PATH000005876,
14480,,PATH000006690,
10241,,PATH000004181,
10101,,PATH000008075,
11626,,PATH000004423,
4676,,PATH000009161,
4530,,PATH000009180,
3381,,PATH000003878,
12424,,PATH000001419,
13641,,PATH000003010,
15009,,PATH000006323,
12543,,PATH000001596,
9001,,PATH000007978,
12463,,PATH000003569,
12666,,PATH000001626,
12263,,PATH000003431,
2765,,PATH000007577,
4357,,PATH000004230,
11440,,PATH000007462,
12264,,,PATH000003479
4932,,,PATH000008950
12805,,,PATH000005987
12482,,,PATH000003582
9021,,,PATH000008629
3706,,,PATH000001703
2307,,,PATH000009557
2321,,,PATH000009545
10371,,,PATH000007911
14347,,,PATH000006176
11791,,,PATH000008127
13347,,,PATH000003640
9162,,,PATH000003780
3074,,,PATH000003063
9234,,,PATH000007201
15568,,,PATH000007728
15010,,,PATH000006402
9410,,,PATH000008372
5267,,,PATH000008639
11372,,,PATH000004312
12985,,,PATH000005159
279,,,PATH000009745
9964,,,PATH000004491
9932,,,PATH000003701
785,,,PATH000009756
9011,,,PATH000009761
12441,,,PATH000003530
668,,,PATH000009382
3376,,,PATH000006011
12514,,,PATH000003331
9919,,,PATH000003753
3589,,,PATH000007699
15017,,,PATH000006366
12391,,,PATH000001595
11596,,,PATH000004881
10447,,,PATH000007826
4487,,,PATH000009148
15484,,,PATH000008176
12520,,,PATH000003445
4977,,,PATH000009111
8374,,,PATH000007188
11769,,,PATH000008000
354,,,PATH000009479
10985,,,PATH000009962
10867,,,PATH000007829
12506,,,PATH000001420
12834,,,PATH000001814
10393,,,PATH000007986
6649,,,PATH000005572
1433,,,PATH000004255
11353,,,PATH000004724
15435,,,PATH000007906
11503,,,PATH000009938
14273,,,PATH000006496
12671,,,PATH000001799
2309,,,PATH000009571
13119,,,PATH000001760
8834,,,PATH000004034
10603,,,PATH000008245
5535,,,PATH000009764
11758,,,PATH000007584
5226,,,PATH000008840
7600,,,PATH000005647
14391,,,PATH000007651
4274,,,PATH000004241
