,train,val,test
14681,PATH000006182,,
6509,PATH000001528,,
9672,PATH000004831,,
3889,PATH000001675,,
5106,PATH000002981,,
5118,PATH000003024,,
10952,PATH000009925,,
3451,PATH000001669,,
9022,PATH000008811,,
7675,PATH000006819,,
12348,PATH000001585,,
12536,PATH000003501,,
12779,PATH000002925,,
5311,PATH000008673,,
290,PATH000009441,,
12263,PATH000003431,,
2237,PATH000004716,,
14078,PATH000006254,,
4858,PATH000009138,,
12568,PATH000001625,,
4863,PATH000009196,,
1911,PATH000004752,,
12950,PATH000003347,,
9579,PATH000003950,,
8008,PATH000001860,,
14977,PATH000006111,,
12642,PATH000001766,,
12992,PATH000003963,,
12675,PATH000001817,,
2212,PATH000009721,,
12951,PATH000003547,,
14453,PATH000006526,,
13671,PATH000005531,,
12562,PATH000001444,,
5322,PATH000008497,,
11717,PATH000007276,,
7677,PATH000006912,,
5407,PATH000009331,,
13755,PATH000005169,,
12581,PATH000001591,,
12869,PATH000003516,,
5146,PATH000002730,,
8341,PATH000001523,,
13746,PATH000005724,,
12427,PATH000001461,,
15152,PATH000006236,,
4857,PATH000009097,,
7947,PATH000006932,,
5140,PATH000002857,,
6233,PATH000005286,,
7180,PATH000006833,,
8935,PATH000005807,,
6728,PATH000006850,,
8982,PATH000008393,,
12731,PATH000003346,,
12491,PATH000003535,,
12880,PATH000003481,,
1826,PATH000004835,,
6481,PATH000006860,,
2759,PATH000007471,,
15053,PATH000006666,,
12471,PATH000003393,,
722,PATH000009678,,
10179,PATH000007788,,
4203,PATH000006052,,
12220,PATH000003407,,
13226,PATH000003449,,
9762,PATH000008408,,
447,PATH000009457,,
8462,PATH000006903,,
2640,PATH000001550,,
12395,PATH000001583,,
5504,PATH000009476,,
5307,PATH000008798,,
6377,PATH000005183,,
5765,PATH000008813,,
12979,PATH000005956,,
12902,PATH000003493,,
12954,PATH000003313,,
5129,PATH000002834,,
5774,PATH000008567,,
3299,PATH000007661,,
12171,PATH000003380,,
12502,PATH000001427,,
7928,PATH000005344,,
5185,PATH000003122,,
13071,PATH000003802,,
4209,PATH000008986,,
7913,PATH000005224,,
12364,PATH000001787,,
11065,PATH000004496,,
6227,PATH000001930,,
10933,PATH000009704,,
14682,PATH000006385,,
13297,PATH000006024,,
14895,PATH000006393,,
12988,PATH000006082,,
2077,PATH000009547,,
1829,PATH000004638,,
4264,PATH000009273,,
4670,PATH000009262,,
11032,PATH000004649,,
7678,PATH000006990,,
6381,PATH000004994,,
5306,PATH000008477,,
4728,PATH000008919,,
10005,PATH000005282,,
4901,PATH000008921,,
448,PATH000009697,,
1907,PATH000004529,,
14396,PATH000006139,,
7986,PATH000005164,,
4851,PATH000009193,,
15338,PATH000006427,,
3955,PATH000008895,,
4289,PATH000009165,,
2389,PATH000009630,,
13051,PATH000004105,,
4662,PATH000008911,,
12739,PATH000003475,,
7127,PATH000001862,,
5174,PATH000003131,,
2574,PATH000003202,,
4620,PATH000009110,,
12472,PATH000003487,,
5045,PATH000002996,,
14033,PATH000006636,,
12324,PATH000001795,,
13393,PATH000008412,,
4142,PATH000009270,,
15481,PATH000008825,,
6505,PATH000001991,,
6742,PATH000001841,,
1770,PATH000004674,,
6507,PATH000001492,,
3236,PATH000003112,,
15328,PATH000008854,,
4388,PATH000004233,,
11522,PATH000008198,,
13070,PATH000003662,,
13987,PATH000006203,,
13038,PATH000005954,,
8488,PATH000005022,,
2839,PATH000002713,,
12410,PATH000001592,,
12112,PATH000003305,,
4634,PATH000008964,,
4878,PATH000009084,,
14340,PATH000006549,,
6378,PATH000005848,,
13909,PATH000006563,,
5123,PATH000002716,,
4950,PATH000009053,,
12858,PATH000003336,,
609,PATH000009714,,
9352,PATH000007495,,
6138,PATH000012685,,
12573,PATH000001636,,
457,PATH000009940,,
7168,PATH000001884,,
13022,PATH000003256,,
1828,PATH000004382,,
4580,PATH000009274,,
12881,PATH000003263,,
3027,PATH000003239,,
2755,PATH000008023,,
6847,PATH000007003,,
12032,PATH000003296,,
5060,PATH000003090,,
11397,PATH000004592,,
8926,PATH000005722,,
13372,PATH000006003,,
2938,PATH000007994,,
8625,PATH000007211,,
5095,PATH000002671,,
12161,PATH000003411,,
5203,PATH000002729,,
15149,PATH000006154,,
14401,PATH000006320,,
4471,PATH000009004,,
4233,PATH000009258,,
14381,PATH000006452,,
4379,PATH000009142,,
15244,PATH000007802,,
1887,PATH000004582,,
8948,PATH000007057,,
5218,PATH000002961,,
13336,PATH000003836,,
4462,PATH000008984,,
4958,PATH000009175,,
12507,PATH000001465,,
6752,PATH000001885,,
12865,PATH000003408,,
12162,PATH000003478,,
13699,PATH000005171,,
8009,PATH000001867,,
4179,PATH000009206,,
4370,PATH000009197,,
14583,PATH000006480,,
5689,PATH000003238,,
642,PATH000009432,,
5078,PATH000002879,,
15654,PATH000008162,,
4635,PATH000009037,,
12674,PATH000001791,,
7282,PATH000005009,,
8847,PATH000003651,,
4968,PATH000009113,,
14142,PATH000006702,,
13723,PATH000005366,,
5609,PATH000004840,,
15322,PATH000008238,,
13068,PATH000003776,,
626,PATH000009857,,
4200,PATH000004235,,
15294,PATH000008318,,
5329,PATH000008815,,
13407,PATH000008302,,
12770,PATH000002916,,
12730,PATH000003310,,
8227,PATH000001936,,
13133,PATH000008384,,
15586,PATH000008476,,
5315,PATH000008860,,
7936,PATH000006947,,
13074,PATH000001759,,
12528,PATH000003344,,
2356,PATH000009845,,
8456,PATH000005932,,
6448,PATH000001511,,
14198,PATH000006800,,
10407,PATH000007733,,
13114,PATH000001483,,
14059,PATH000006307,,
12772,PATH000002603,,
8680,PATH000007007,,
4623,PATH000008952,,
7056,PATH000005345,,
7217,PATH000007011,,
5351,PATH000009344,,
6932,PATH000001997,,
8494,PATH000006853,,
15434,PATH000008005,,
715,PATH000009932,,
3153,PATH000006825,,
5072,PATH000003246,,
13747,PATH000005733,,
5069,PATH000004686,,
10036,PATH000007572,,
5155,PATH000003046,,
7009,PATH000001960,,
384,PATH000009881,,
8859,PATH000003978,,
6361,PATH000001905,,
9255,PATH000004478,,
5344,PATH000009289,,
4579,PATH000008997,,
12489,PATH000003428,,
13664,PATH000005501,,
12312,PATH000001629,,
14151,PATH000006285,,
13320,PATH000003761,,
13675,PATH000005119,,
737,PATH000009657,,
12592,PATH000001575,,
5177,PATH000003098,,
12211,PATH000003290,,
4873,PATH000008878,,
7492,PATH000012280,,
2515,PATH000002608,,
3369,PATH000001698,,
470,PATH000009942,,
5115,PATH000003072,,
14549,PATH000008761,,
10101,PATH000008075,,
4626,PATH000008985,,
12394,PATH000001651,,
8593,PATH000006944,,
13103,PATH000001489,,
13298,PATH000006073,,
10857,PATH000007289,,
13045,PATH000006059,,
5186,PATH000002932,,
13319,PATH000003721,,
7222,PATH000006883,,
6242,PATH000006890,,
13151,PATH000008420,,
12107,PATH000003400,,
13096,PATH000001478,,
1235,PATH000004879,,
13289,PATH000002772,,
2336,PATH000009729,,
4814,PATH000009204,,
3026,PATH000003160,,
12961,PATH000003323,,
8331,PATH000006917,,
4976,PATH000008907,,
13704,PATH000005175,,
14110,PATH000007682,,
4669,PATH000009021,,
6652,PATH000005610,,
12670,PATH000001777,,
8186,PATH000005163,,
5632,PATH000002782,,
12903,PATH000003376,,
12559,PATH000003833,,
698,PATH000009636,,
12405,PATH000001574,,
5263,PATH000008570,,
7515,PATH000007013,,
8364,PATH000001507,,
13220,PATH000003278,,
13735,PATH000005161,,
4630,PATH000009061,,
4390,PATH000009227,,
14722,PATH000006514,,
5230,PATH000008612,,
10694,PATH000004202,,
2793,PATH000002904,,
4738,PATH000009236,,
12894,PATH000003511,,
5720,PATH000008578,,
5157,PATH000002897,,
12650,PATH000001602,,
14067,PATH000006165,,
13700,PATH000005555,,
14767,PATH000006406,,
12504,PATH000001455,,
616,PATH000009858,,
4979,PATH000008963,,
11533,PATH000008496,,
6425,PATH000012431,,
13235,PATH000003392,,
5657,PATH000002719,,
12667,PATH000001654,,
4350,PATH000009139,,
13329,PATH000005945,,
4622,PATH000008923,,
5290,PATH000008488,,
4138,PATH000004220,,
5153,PATH000003139,,
13648,PATH000005335,,
10507,PATH000008836,,
14111,PATH000008104,,
9917,PATH000003726,,
14007,PATH000006163,,
1258,PATH000009797,,
8944,PATH000007278,,
12866,PATH000003283,,
12196,PATH000003321,,
5667,PATH000003142,,
3384,PATH000007930,,
13662,PATH000005425,,
13216,PATH000003391,,
15143,PATH000006210,,
4724,PATH000008933,,
3381,PATH000003878,,
13371,PATH000003847,,
282,PATH000009778,,
6369,PATH000001969,,
5149,PATH000002883,,
5836,PATH000009443,,
5081,PATH000002998,,
12534,PATH000003421,,
12927,PATH000003618,,
4267,PATH000009229,,
13175,PATH000008278,,
3202,PATH000001678,,
14061,PATH000006391,,
8587,PATH000001973,,
12857,PATH000003298,,
5808,PATH000009782,,
7893,PATH000005223,,
5598,PATH000002885,,
3858,PATH000008040,,
416,PATH000009871,,
10778,PATH000004829,,
7682,PATH000007008,,
5035,PATH000002930,,
12056,PATH000003357,,
13638,PATH000002609,,
1881,PATH000004867,,
12423,PATH000001460,,
4733,PATH000009251,,
3468,PATH000004032,,
4107,PATH000004222,,
15408,PATH000007701,,
14065,PATH000006558,,
12396,PATH000001659,,
4809,PATH000008887,,
13717,PATH000005277,,
4337,PATH000009211,,
12543,PATH000001596,,
14454,PATH000008244,,
12868,PATH000003404,,
7167,PATH000001919,,
12419,PATH000001649,,
725,PATH000009798,,
12974,PATH000006092,,
5240,PATH000008852,,
11443,PATH000007640,,
5797,PATH000009473,,
11547,PATH000009578,,
3766,PATH000007627,,
4094,PATH000004214,,
1759,PATH000004631,,
3510,PATH000003036,,
15071,PATH000008380,,
8610,PATH000001959,,
8416,PATH000001980,,
12924,PATH000003507,,
8506,PATH000006925,,
8249,PATH000007018,,
5312,PATH000008632,,
12643,PATH000001792,,
14499,PATH000006797,,
13359,PATH000002723,,
4351,PATH000009198,,
12073,PATH000003561,,
13086,PATH000003767,,
14139,PATH000007694,,
3009,PATH000002877,,
13688,PATH000005134,,
13049,PATH000006094,,
3960,PATH000009023,,
12735,PATH000003607,,
12431,PATH000001428,,
10079,PATH000007492,,
7102,PATH000001424,,
10663,PATH000005937,,
13745,PATH000005542,,
6506,PATH000001480,,
8560,PATH000005605,,
13147,PATH000005474,,
12109,PATH000003612,,
15585,PATH000007586,,
9771,PATH000009770,,
13121,PATH000001798,,
5686,PATH000002680,,
5132,PATH000002911,,
7162,PATH000001828,,
5125,PATH000002891,,
10723,PATH000007390,,
6443,PATH000001499,,
8852,PATH000003977,,
9001,PATH000007978,,
12253,PATH000003491,,
9717,PATH000007490,,
12487,PATH000003341,,
12789,PATH000006017,,
12373,PATH000001658,,
15031,PATH000006684,,
8670,PATH000001965,,
14152,PATH000006288,,
4689,PATH000009012,,
6743,PATH000001916,,
5287,PATH000008727,,
6528,PATH000011896,,
12385,PATH000001609,,
14505,PATH000006732,,
12740,PATH000003527,,
1837,PATH000004886,,
5122,PATH000003133,,
10043,PATH000005870,,
15329,PATH000009433,,
9298,PATH000005812,,
13411,PATH000008088,,
2236,PATH000004518,,
12323,PATH000001774,,
13685,PATH000005791,,
4898,PATH000009230,,
13194,PATH000003485,,
13080,PATH000001815,,
5133,PATH000004636,,
4601,PATH000009256,,
12668,PATH000004111,,
2192,PATH000009616,,
14803,PATH000006445,,
10704,PATH000007551,,
5583,PATH000004327,,
14215,PATH000008816,,
1592,PATH000004298,,
6644,PATH000005664,,
13165,PATH000008215,,
9259,PATH000004695,,
13641,PATH000003010,,
5751,PATH000008468,,
13173,PATH000008181,,
468,PATH000009520,,
4676,PATH000009161,,
7326,PATH000001994,,
11473,PATH000008834,,
5752,PATH000008640,,
12570,PATH000001638,,
12878,PATH000003288,,
12686,PATH000001796,,
5607,PATH000004278,,
7630,PATH000001931,,
13247,PATH000008150,,
11650,PATH000004703,,
4183,PATH000004238,,
5111,PATH000003166,,
6780,PATH000001972,,
2705,PATH000002860,,
811,PATH000009732,,
570,PATH000009894,,
6646,PATH000005424,,
14675,PATH000006152,,
12537,PATH000003543,,
11050,PATH000004684,,
13654,PATH000005440,,
9583,PATH000004089,,
4269,PATH000009080,,
13293,PATH000002889,,
5482,PATH000009860,,
12882,PATH000003410,,
4687,PATH000009071,,
15287,PATH000008257,,
9164,PATH000003958,,
15450,PATH000008733,,
4132,PATH000004221,,
4522,PATH000009043,,
2969,PATH000008042,,
6996,PATH000005011,,
3116,PATH000001724,,
3724,PATH000002956,,
6662,PATH000012408,,
753,PATH000009948,,
569,PATH000009463,,
5091,PATH000002604,,
8629,PATH000007103,,
13674,PATH000005059,,
15428,PATH000007695,,
7013,PATH000001937,,
7433,PATH000001924,,
5688,PATH000003151,,
5266,PATH000008704,,
10950,PATH000008645,,
13724,PATH000005457,,
4915,PATH000009259,,
8235,PATH000005313,,
5677,PATH000002659,,
7123,PATH000001868,,
14341,PATH000006645,,
11797,PATH000009651,,
5743,PATH000008478,,
4701,PATH000009176,,
13733,PATH000005056,,
8458,PATH000005933,,
12432,PATH000001449,,
5651,PATH000002669,,
13101,PATH000003825,,
12447,PATH000003578,,
12113,PATH000003326,,
7179,PATH000006999,,
11079,PATH000004648,,
13202,PATH000003273,,
14930,PATH000006150,,
14184,PATH000006368,,
13632,PATH000002757,,
12409,PATH000001584,,
14627,PATH000006584,,
5345,PATH000009311,,
838,PATH000009419,,
5568,PATH000002652,,
12775,PATH000003025,,
10760,PATH000004396,,
11042,PATH000004939,,
3008,PATH000001716,,
12501,PATH000001657,,
4725,PATH000009248,,
12956,PATH000003546,,
13743,PATH000005924,,
8624,PATH000007287,,
13116,PATH000003237,,
12198,PATH000003363,,
4362,PATH000009213,,
7672,PATH000005909,,
5819,PATH000009812,,
10514,PATH000009982,,
13650,PATH000005911,,
13099,PATH000001490,,
13718,PATH000005752,,
2368,PATH000009410,,
3053,PATH000003861,,
7147,PATH000007156,,
4679,PATH000009129,,
4668,PATH000009058,,
2358,PATH000009922,,
13007,PATH000003291,,
4389,PATH000009086,,
15112,PATH000006595,,
13351,PATH000003755,,
4240,PATH000009179,,
5341,PATH000008844,,
12055,PATH000003292,,
12862,PATH000003541,,
8109,PATH000001895,,
12724,PATH000003464,,
4278,PATH000009255,,
13025,PATH000004135,,
5107,PATH000002577,,
12898,PATH000003371,,
12949,PATH000003274,,
14982,PATH000006573,,
1326,PATH000009897,,
2195,PATH000009623,,
13311,PATH000002799,,
11378,PATH000004625,,
1809,PATH000004711,,
14455,PATH000006201,,
5518,PATH000008482,,
12600,PATH000001818,,
13737,PATH000005447,,
7366,PATH000006952,,
12461,PATH000003364,,
13148,PATH000004988,,
14970,PATH000006662,,
2425,PATH000009466,,
339,PATH000009506,,
13023,PATH000003433,,
5313,PATH000008703,,
13870,PATH000006707,,
12473,PATH000003529,,
13255,PATH000008363,,
536,PATH000009861,,
4629,PATH000008883,,
12925,PATH000003602,,
8189,PATH000005771,,
8925,PATH000005515,,
12517,PATH000003369,,
5347,PATH000009319,,
7278,PATH000001830,,
14244,PATH000006746,,
5194,PATH000003155,,
6380,PATH000005202,,
13004,PATH000003406,,
13719,PATH000005288,,
4602,PATH000009275,,
5034,PATH000002995,,
6593,PATH000005849,,
14545,PATH000006621,,
1709,PATH000004833,,
13627,PATH000002931,,
4558,PATH000008975,,
12900,PATH000003608,,
12666,PATH000001626,,
8111,PATH000005577,,
5346,PATH000009297,,
8398,PATH000006904,,
13659,PATH000005196,,
8923,PATH000005233,,
12518,PATH000003385,,
12696,PATH000001588,,
4702,PATH000009225,,
13661,PATH000005411,,
12962,PATH000003286,,
4949,PATH000008996,,
4415,PATH000008957,,
5178,PATH000002692,,
7207,PATH000001878,,
14315,PATH000007700,,
2765,PATH000007577,,
4397,PATH000008953,,
13043,PATH000009588,,
14695,PATH000006421,,
14081,PATH000006693,,
2948,PATH000006066,,
14785,PATH000006187,,
13145,PATH000005785,,
5163,PATH000002865,,
14677,PATH000006277,,
6981,PATH000001530,,
4323,PATH000009082,,
15285,PATH000007122,,
5205,PATH000002635,,
4614,PATH000009081,,
5486,PATH000009658,,
13276,PATH000003719,,
7216,PATH000006863,,
5310,PATH000008624,,
4263,PATH000009057,,
6768,PATH000006829,,
12585,PATH000001437,,
7685,PATH000006887,,
8561,PATH000005622,,
14891,PATH000006438,,
13406,PATH000008120,,
12392,PATH000001586,,
15550,PATH000008774,,
15327,PATH000008708,,
13362,PATH000002781,,
15386,PATH000007081,,
14676,PATH000008649,,
2323,PATH000009947,,
6726,PATH000005285,,
13915,PATH000006345,,
14187,PATH000006364,,
5701,PATH000003174,,
736,PATH000009538,,
13065,PATH000002974,,
11439,PATH000007414,,
14446,PATH000006161,,
14227,PATH000008442,,
7223,PATH000006955,,
4207,PATH000008908,,
14038,PATH000006177,,
4729,PATH000009144,,
14182,PATH000006506,,
5079,PATH000002919,,
2547,PATH000007570,,
4365,PATH000009147,,
2319,PATH000009465,,
12516,PATH000003343,,
13750,PATH000005537,,
5100,PATH000003093,,
13352,PATH000003768,,
5228,PATH000008574,,
5314,PATH000008604,,
15008,PATH000006244,,
15659,PATH000008326,,
8204,PATH000005129,,
2455,PATH000009763,,
12707,PATH000002596,,
13728,PATH000005235,,
13417,PATH000006039,,
14343,PATH000006153,,
10678,PATH000007123,,
713,PATH000009679,,
12860,PATH000003538,,
13253,PATH000008209,,
5088,PATH000003012,,
13748,PATH000005065,,
13720,PATH000005595,,
2289,PATH000009902,,
2337,PATH000009827,,
14480,PATH000006690,,
7927,PATH000005220,,
9626,PATH000004003,,
14980,PATH000006232,,
4159,PATH000009181,,
9615,PATH000004142,,
6744,PATH000001451,,
12252,PATH000003477,,
5405,PATH000009339,,
13073,PATH000003792,,
10458,PATH000007956,,
12500,PATH000001605,,
12688,PATH000004153,,
6356,PATH000001883,,
4850,PATH000009116,,
12448,PATH000003615,,
8519,PATH000006913,,
3762,PATH000001687,,
7330,PATH000001865,,
11440,PATH000007462,,
14730,PATH000008785,,
12867,PATH000003555,,
639,PATH000009573,,
14467,PATH000006553,,
13348,PATH000003817,,
4106,PATH000004211,,
6482,PATH000006909,,
5089,PATH000002629,,
7342,PATH000005751,,
13063,PATH000002989,,
2744,PATH000003212,,
14071,PATH000006774,,
11860,PATH000003495,,
2388,PATH000009575,,
4015,PATH000006081,,
635,PATH000009980,,
5622,PATH000004523,,
5124,PATH000002978,,
5104,PATH000002951,,
6360,PATH000001892,,
8903,PATH000004270,,
10563,PATH000007452,,
10926,PATH000008780,,
7001,PATH000005905,,
12254,PATH000003591,,
4250,PATH000009163,,
14008,PATH000006241,,
13629,PATH000003229,,
12445,PATH000003434,,
12475,PATH000003579,,
12168,PATH000003252,,
13201,PATH000003480,,
4433,PATH000009085,,
12418,PATH000001628,,
4198,PATH000008973,,
12788,PATH000006009,,
2766,PATH000007727,,
10589,PATH000007844,,
5417,PATH000009301,,
4777,PATH000009134,,
12970,PATH000003275,,
4800,PATH000009059,,
12908,PATH000003496,,
4870,PATH000009156,,
12218,PATH000003334,,
3534,PATH000007891,,
13082,PATH000003663,,
11435,PATH000007526,,
12733,PATH000003430,,
6370,PATH000001978,,
8451,PATH000005275,,
4615,PATH000009187,,
8006,PATH000006940,,
13730,PATH000005658,,
13093,PATH000001606,,
5767,PATH000008498,,
4531,PATH000009263,,
2301,PATH000009740,,
13701,PATH000005688,,
13243,PATH000008315,,
4664,PATH000009233,,
12347,PATH000001580,,
12219,PATH000003382,,
7160,PATH000001866,,
7428,PATH000001914,,
5451,PATH000009513,,
5252,PATH000008688,,
2310,PATH000009951,,
5180,PATH000002763,,
8860,PATH000004019,,
12930,PATH000003590,,
6480,PATH000001898,,
11598,PATH000004265,,
4214,PATH000004239,,
8333,PATH000006923,,
435,PATH000009528,,
7041,PATH000001844,,
5147,PATH000002755,,
646,PATH000009974,,
13338,PATH000003766,,
15171,PATH000006550,,
13997,PATH000006734,,
12488,PATH000003384,,
14812,PATH000006451,,
7104,PATH000001450,,
4481,PATH000009092,,
11256,PATH000004622,,
5131,PATH000002769,,
13008,PATH000003308,,
12928,PATH000003299,,
12046,PATH000003314,,
4312,PATH000004228,,
405,PATH000009572,,
13021,PATH000006088,,
2454,PATH000009492,,
15016,PATH000006386,,
5128,PATH000002817,,
10564,PATH000007501,,
3727,PATH000002955,,
7133,PATH000006976,,
4716,PATH000009246,,
4885,PATH000009008,,
12342,PATH000001776,,
427,PATH000009595,,
15648,PATH000008190,,
5601,PATH000004784,,
4571,PATH000009253,,
5167,PATH000003044,,
11016,PATH000004098,,
7165,PATH000001915,,
12072,PATH000003353,,
15661,PATH000008456,,
13610,PATH000003732,,
5070,PATH000004736,,
12117,PATH000001781,,
8669,PATH000001951,,
7043,PATH000005504,,
12217,PATH000003301,,
5201,PATH000002752,,
5444,PATH000009965,,
7279,PATH000001921,,
12737,PATH000003575,,
4980,PATH000009119,,
12575,PATH000001648,,
6447,PATH000001505,,
5703,PATH000002902,,
4234,PATH000009070,,
12769,PATH000002589,,
7514,PATH000006854,,
12699,PATH000001607,,
12783,PATH000003842,,
5165,PATH000003134,,
12966,PATH000003454,,
13631,PATH000002741,,
5031,PATH000002667,,
13227,PATH000003483,,
5611,PATH000004282,,
7935,PATH000006830,,
6858,PATH000006984,,
13403,PATH000008354,,
4731,PATH000008916,,
12515,PATH000003335,,
9680,PATH000005876,,
6379,PATH000005013,,
13749,PATH000005530,,
1920,PATH000004915,,
9224,PATH000004826,,
15091,PATH000006279,,
5112,PATH000003169,,
6357,PATH000001852,,
14060,PATH000006362,,
4665,PATH000009265,,
766,PATH000009654,,
13036,PATH000005964,,
12533,PATH000003419,,
10149,PATH000009512,,
12415,PATH000001627,,
5295,PATH000008772,,
14371,PATH000006728,,
12856,PATH000003576,,
7513,PATH000001429,,
5533,PATH000009674,,
11132,PATH000007187,,
7169,PATH000001891,,
4732,PATH000009002,,
12736,PATH000003505,,
14766,PATH000006130,,
6225,PATH000001952,,
13242,PATH000008270,,
14800,PATH000006631,,
4199,PATH000009065,,
14144,PATH000006339,,
14325,PATH000006557,,
13392,PATH000008293,,
14896,PATH000008481,,
317,PATH000009835,,
1899,PATH000004258,,
505,PATH000009944,,
8110,PATH000001917,,
12444,PATH000003374,,
5324,PATH000008690,,
4646,PATH000009105,,
13203,PATH000003470,,
5481,PATH000009692,,
12393,PATH000001650,,
15437,PATH000007025,,
6750,PATH000001853,,
13009,PATH000003458,,
4708,PATH000008999,,
4848,PATH000009027,,
4775,PATH000008931,,
13418,PATH000006061,,
6441,PATH000001486,,
11077,PATH000004925,,
6355,PATH000001825,,
7281,PATH000005899,,
7684,PATH000007290,,
4768,PATH000009101,,
10366,PATH000007427,,
1257,PATH000009375,,
5246,PATH000008722,,
4661,PATH000009191,,
14966,PATH000008396,,
12947,PATH000003350,,
4554,PATH000008935,,
13621,PATH000003071,,
5171,PATH000003028,,
5624,PATH000004828,,
8630,PATH000007157,,
11616,PATH000004744,,
8583,PATH000001986,,
12999,PATH000003355,,
325,PATH000009880,,
12302,PATH000001433,,
13095,PATH000001472,,
11121,PATH000005835,,
7047,PATH000005761,,
12206,PATH000003520,,
5505,PATH000009638,,
15650,PATH000008610,,
12946,PATH000003593,,
3544,PATH000002946,,
3479,PATH000001545,,
13389,PATH000008347,,
7899,PATH000005297,,
12987,PATH000005959,,
3767,PATH000007881,,
6243,PATH000006920,,
4892,PATH000008948,,
7000,PATH000005272,,
13397,PATH000008203,,
15040,PATH000006749,,
12980,PATH000006001,,
12716,PATH000003383,,
6116,PATH000013611,,
12028,PATH000003460,,
4354,PATH000009154,,
2784,PATH000001733,,
13672,PATH000005826,,
5342,PATH000009287,,
13100,PATH000001494,,
786,PATH000009800,,
2818,PATH000002777,,
4305,PATH000004226,,
13048,PATH000005991,,
2224,PATH000009453,,
5625,PATH000004394,,
4933,PATH000009079,,
5193,PATH000002655,,
404,PATH000009446,,
15136,PATH000008140,,
1946,PATH000004253,,
2211,PATH000009549,,
13120,PATH000001780,,
13163,PATH000008309,,
14853,PATH000006531,,
757,PATH000009488,,
5277,PATH000008845,,
13084,PATH000001768,,
13132,PATH000008166,,
14127,PATH000006812,,
12503,PATH000001440,,
3052,PATH000002793,,
5779,PATH000009626,,
13153,PATH000008343,,
12893,PATH000003468,,
14774,PATH000006771,,
6673,PATH000001929,,
6638,PATH000002005,,
12558,PATH000001806,,
10811,PATH000005683,,
6222,PATH000001953,,
4944,PATH000009223,,
6731,PATH000005508,,
13215,PATH000003514,,
15072,PATH000007249,,
1721,PATH000004370,,
14070,PATH000006383,,
13676,PATH000005442,,
13081,PATH000001816,,
465,PATH000009449,,
4396,PATH000009231,,
13669,PATH000005748,,
3300,PATH000007880,,
633,PATH000009967,,
12091,PATH000001821,,
12940,PATH000003573,,
10588,PATH000007819,,
12725,PATH000003330,,
5716,PATH000008666,,
10777,PATH000004524,,
4455,PATH000009042,,
12521,PATH000003482,,
13143,PATH000005441,,
13388,PATH000008336,,
4523,PATH000009184,,
3117,PATH000003216,,
13739,PATH000005072,,
4115,PATH000004219,,
12337,PATH000001784,,
8977,PATH000007612,,
8233,PATH000005189,,
